h,r,t
2179,2,3708
1171,2,3708
2339,2,3708
2743,2,3708
1348,2,3708
1887,2,3712
2554,2,3712
1630,2,3712
1759,2,3712
1886,2,3712
234,2,3712
1356,2,3712
1948,2,3712
2716,2,3712
1889,2,3713
150,2,3713
426,2,3713
2023,2,3713
1241,2,3713
440,2,3713
2362,2,3718
1789,2,3718
1323,2,3718
2396,2,3718
1561,2,3718
1988,2,3718
1464,2,3718
1305,2,3718
1794,2,3718
2711,2,3718
2452,2,3718
207,2,3724
2024,2,3724
2117,2,3724
2308,2,3724
2769,2,3724
2014,2,3724
1883,2,3725
2552,2,3725
2114,2,3725
1948,2,3725
2716,2,3725
1883,2,3729
1630,2,3729
2552,2,3729
2635,2,3729
2114,2,3729
199,2,3735
2292,2,3735
2295,2,3735
200,2,3735
1273,2,3735
2149,2,3735
1968,2,3735
1704,2,3735
2399,2,3735
2817,2,3735
2141,2,3735
352,2,3735
2497,2,3735
1218,2,3735
2036,2,3735
1536,2,3735
1731,2,3735
1162,2,3735
2340,2,3735
1968,2,3741
1704,2,3741
2817,2,3741
2141,2,3741
352,2,3741
1968,2,3742
1704,2,3742
2399,2,3742
2817,2,3742
2141,2,3742
352,2,3742
2497,2,3742
1396,2,3742
1162,2,3742
2340,2,3742
1852,2,3748
767,2,3748
2026,2,3748
1960,2,3748
2192,2,3748
2194,2,3748
2297,2,3748
1417,2,3748
1429,2,3748
1852,2,3755
767,2,3755
1949,2,3755
2192,2,3755
2297,2,3755
2577,2,3755
1417,2,3755
1263,2,3757
2203,2,3757
239,2,3757
1165,2,3757
2038,2,3757
1424,2,3758
2290,2,3758
211,2,3758
2199,2,3758
2373,2,3758
223,2,3758
2294,2,3758
2362,2,3759
2554,2,3759
2639,2,3759
256,2,3759
2179,2,3759
2089,2,3759
2396,2,3759
2337,2,3759
2213,2,3759
1464,2,3759
1357,2,3759
2709,2,3759
1558,2,3759
357,2,3759
2547,2,3759
1894,2,3759
1997,2,3764
2514,2,3764
1212,2,3764
1521,2,3764
1675,2,3764
1324,2,3764
2501,2,3764
2149,2,3778
1968,2,3778
1368,2,3778
2497,2,3778
1396,2,3778
2036,2,3778
1170,2,3779
2134,2,3779
2379,2,3779
2204,2,3779
353,2,3779
341,2,3780
1893,2,3780
1172,2,3780
419,2,3780
2176,2,3780
1384,2,3786
1163,2,3786
2016,2,3786
2182,2,3786
258,2,3786
2050,2,3789
280,2,3789
1961,2,3789
1182,2,3789
1763,2,3789
1924,2,3799
2491,2,3799
2226,2,3799
240,2,3799
1768,2,3799
1925,2,3799
1201,2,3799
1419,2,3799
1232,2,3799
1287,2,3799
199,2,3800
2292,2,3800
2149,2,3800
2494,2,3800
1704,2,3800
1368,2,3800
2817,2,3800
2141,2,3800
352,2,3800
2497,2,3800
2068,2,3800
1396,2,3800
2036,2,3800
1536,2,3800
1731,2,3800
1282,2,3800
1625,2,3800
1215,2,3803
1970,2,3803
1989,2,3803
252,2,3803
2741,2,3803
2362,2,3807
2554,2,3807
1641,2,3807
2639,2,3807
2400,2,3807
2337,2,3807
1561,2,3807
2213,2,3807
2023,2,3807
2743,2,3807
1449,2,3807
1415,2,3807
2746,2,3807
2745,2,3807
2387,2,3807
1894,2,3807
2330,2,3807
1521,2,3812
1675,2,3812
1324,2,3812
2209,2,3812
1325,2,3812
1571,2,3813
2383,2,3813
1506,2,3813
1420,2,3813
1812,2,3813
1274,2,3813
1933,2,3813
1163,2,3824
2016,2,3824
2015,2,3824
2182,2,3824
258,2,3824
1783,2,3824
1292,2,3829
1777,2,3829
1384,2,3829
1163,2,3829
2016,2,3829
2348,2,3829
2005,2,3829
1186,2,3829
2364,2,3829
1195,2,3829
1277,2,3829
2182,2,3829
258,2,3829
1522,2,3829
239,2,3829
1165,2,3829
2038,2,3829
1407,2,3833
1205,2,3833
335,2,3833
1821,2,3833
1499,2,3833
1351,2,3837
2290,2,3837
211,2,3837
2199,2,3837
2894,2,3837
2294,2,3837
1997,2,3841
217,2,3841
2221,2,3841
2514,2,3841
1191,2,3841
1212,2,3841
1521,2,3841
1675,2,3841
1324,2,3841
1417,2,3841
2209,2,3841
2385,2,3841
1325,2,3841
2501,2,3841
1163,2,3844
2016,2,3844
2005,2,3844
2182,2,3844
258,2,3844
2208,2,3847
1158,2,3847
1986,2,3847
2633,2,3847
2212,2,3847
1753,2,3847
2193,2,3847
2167,2,3850
2256,2,3850
1891,2,3850
1958,2,3850
210,2,3850
2160,2,3850
1432,2,3850
1407,2,3862
2026,2,3862
1960,2,3862
2578,2,3862
1949,2,3862
2192,2,3862
1586,2,3862
2297,2,3862
244,2,3862
1429,2,3862
2026,2,3864
1960,2,3864
2578,2,3864
1586,2,3864
2297,2,3864
244,2,3864
2554,2,3865
256,2,3865
2179,2,3865
2396,2,3865
2119,2,3865
2712,2,3865
2743,2,3865
1433,2,3865
2362,2,3869
1323,2,3869
2462,2,3869
2119,2,3869
2712,2,3869
2535,2,3869
1700,2,3869
1422,2,3869
277,2,3869
1932,2,3869
1943,2,3869
2362,2,3871
1323,2,3871
2213,2,3871
1171,2,3871
2339,2,3871
1464,2,3871
2452,2,3871
2392,2,3872
150,2,3872
426,2,3872
2338,2,3872
2743,2,3872
1805,2,3872
2130,2,3872
2392,2,3875
2023,2,3875
291,2,3875
2319,2,3875
2743,2,3875
1259,2,3875
1943,2,3875
2362,2,3879
1795,2,3879
1246,2,3879
2614,2,3879
2807,2,3879
2616,2,3879
213,2,3879
1641,2,3879
2341,2,3879
1889,2,3879
2337,2,3879
1988,2,3879
2023,2,3879
291,2,3879
2319,2,3879
21,2,3879
1415,2,3879
2746,2,3879
1943,2,3879
150,2,3882
426,2,3882
1171,2,3882
2339,2,3882
2023,2,3882
2743,2,3882
1241,2,3882
440,2,3882
1846,2,3882
1889,2,3886
150,2,3886
426,2,3886
2535,2,3886
291,2,3886
2319,2,3886
2743,2,3886
1805,2,3886
1241,2,3886
440,2,3886
1415,2,3886
2746,2,3886
1348,2,3886
2745,2,3886
1846,2,3886
2387,2,3886
2362,2,3889
2089,2,3889
1889,2,3889
2396,2,3889
2337,2,3889
291,2,3889
2319,2,3889
2330,2,3889
1968,2,3894
2399,2,3894
1625,2,3894
1162,2,3894
2340,2,3894
2362,2,3896
1349,2,3896
1789,2,3896
1323,2,3896
2089,2,3896
2337,2,3896
1988,2,3896
2664,2,3898
1908,2,3898
2663,2,3898
2008,2,3898
1899,2,3898
2739,2,3898
2451,2,3898
1355,2,3898
300,2,3898
1792,2,3898
2396,2,3899
2337,2,3899
1561,2,3899
1988,2,3899
1464,2,3899
2743,2,3899
2387,2,3899
1894,2,3899
1924,2,3904
1177,2,3904
2491,2,3904
2226,2,3904
240,2,3904
1768,2,3904
1925,2,3904
1201,2,3904
1419,2,3904
1232,2,3904
1287,2,3904
1930,2,3910
2532,2,3910
2351,2,3910
1892,2,3910
1470,2,3910
1273,2,3911
2149,2,3911
1968,2,3911
2494,2,3911
1704,2,3911
1368,2,3911
1570,2,3911
2399,2,3911
2817,2,3911
2141,2,3911
352,2,3911
2497,2,3911
1218,2,3911
2068,2,3911
1396,2,3911
2036,2,3911
2279,2,3911
1536,2,3911
1282,2,3911
1625,2,3911
1162,2,3911
2340,2,3911
2224,2,3911
2137,2,3911
1930,2,3916
2351,2,3916
1892,2,3916
1811,2,3916
1470,2,3916
2322,2,3916
1930,2,3917
2351,2,3917
1892,2,3917
1470,2,3917
2322,2,3917
1930,2,3919
1892,2,3919
1811,2,3919
1470,2,3919
2322,2,3919
1988,2,3926
1357,2,3926
2709,2,3926
2059,2,3926
1805,2,3926
1794,2,3926
2711,2,3926
2614,2,3928
2807,2,3928
2616,2,3928
213,2,3928
2089,2,3928
1348,2,3928
2452,2,3928
207,2,3934
2024,2,3934
2117,2,3934
2769,2,3934
2014,2,3934
207,2,3935
2024,2,3935
2048,2,3935
2769,2,3935
2014,2,3935
1272,2,3936
2288,2,3936
1215,2,3936
1970,2,3936
2366,2,3936
237,2,3936
1894,2,3936
1408,2,3936
2741,2,3936
2295,2,3941
200,2,3941
2149,2,3941
2399,2,3941
2817,2,3941
2141,2,3941
352,2,3941
2497,2,3941
2068,2,3941
2036,2,3941
2279,2,3941
1536,2,3941
1731,2,3941
1282,2,3941
1625,2,3941
1162,2,3941
2340,2,3941
2538,2,3943
1863,2,3943
1190,2,3943
1722,2,3943
3012,2,3943
2149,2,3944
1704,2,3944
2817,2,3944
2141,2,3944
352,2,3944
2497,2,3944
1396,2,3944
2036,2,3944
1731,2,3944
2538,2,3952
1190,2,3952
1722,2,3952
3012,2,3952
390,2,3952
2243,2,3952
1409,2,3952
1934,2,3952
2538,2,3956
1863,2,3956
2217,2,3956
1722,2,3956
3012,2,3956
2538,2,3959
1190,2,3959
1722,2,3959
3012,2,3959
1480,2,3959
1934,2,3959
2538,2,3960
1863,2,3960
1216,2,3960
2217,2,3960
2497,2,3960
1968,2,3961
1704,2,3961
2817,2,3961
2141,2,3961
352,2,3961
1731,2,3961
2425,2,3962
2190,2,3962
243,2,3962
2758,2,3962
2634,2,3962
207,2,3963
2024,2,3963
2117,2,3963
2048,2,3963
2769,2,3963
2014,2,3963
2639,2,3967
2341,2,3967
1889,2,3967
21,2,3967
1943,2,3967
2639,2,3973
1789,2,3973
2392,2,3973
2341,2,3973
1889,2,3973
1858,2,3973
2337,2,3973
150,2,3973
426,2,3973
1171,2,3973
2339,2,3973
21,2,3973
2743,2,3973
1241,2,3973
440,2,3973
1943,2,3973
2341,2,3975
150,2,3975
426,2,3975
21,2,3975
1259,2,3975
1241,2,3975
440,2,3975
2330,2,3975
256,2,3978
2179,2,3978
2341,2,3978
2119,2,3978
2712,2,3978
291,2,3978
2319,2,3978
21,2,3978
277,2,3978
1932,2,3978
2613,2,3980
1933,2,3980
1481,2,3980
2669,2,3980
1221,2,3980
1854,2,3985
2399,2,3985
1823,2,3985
1162,2,3985
2340,2,3985
1463,2,3985
1854,2,3986
2399,2,3986
1823,2,3986
1162,2,3986
2340,2,3986
1463,2,3986
2029,2,3994
269,2,3994
2530,2,3994
2018,2,3994
407,2,3994
1889,2,3998
150,2,3998
426,2,3998
2338,2,3998
1259,2,3998
1241,2,3998
440,2,3998
1407,2,4001
2029,2,4001
2250,2,4001
251,2,4001
2018,2,4001
407,2,4001
1887,2,4002
2554,2,4002
2171,2,4002
1630,2,4002
1759,2,4002
2552,2,4002
2635,2,4002
1948,2,4002
2716,2,4002
2362,2,4006
2614,2,4006
2807,2,4006
2616,2,4006
2554,2,4006
212,2,4006
1789,2,4006
1323,2,4006
2392,2,4006
2400,2,4006
2089,2,4006
2396,2,4006
1561,2,4006
1758,2,4006
1988,2,4006
2119,2,4006
2712,2,4006
1464,2,4006
1357,2,4006
2709,2,4006
1700,2,4006
1558,2,4006
357,2,4006
1422,2,4006
277,2,4006
2743,2,4006
1896,2,4006
2198,2,4006
1305,2,4006
1348,2,4006
2378,2,4006
1794,2,4006
2711,2,4006
1894,2,4006
2452,2,4006
1268,2,4008
1159,2,4008
2255,2,4008
1785,2,4008
1921,2,4008
1997,2,4011
217,2,4011
2221,2,4011
2514,2,4011
1191,2,4011
1427,2,4011
1212,2,4011
1521,2,4011
1675,2,4011
1324,2,4011
1417,2,4011
2209,2,4011
2385,2,4011
1325,2,4011
1953,2,4011
259,2,4011
1494,2,4011
1381,2,4016
2500,2,4016
1424,2,4016
2373,2,4016
223,2,4016
1173,2,4017
236,2,4017
2473,2,4017
2165,2,4017
2350,2,4017
1742,2,4018
1882,2,4018
1173,2,4018
236,2,4018
1726,2,4018
2473,2,4018
1253,2,4018
2350,2,4018
2362,2,4019
2554,2,4019
1789,2,4019
1323,2,4019
2089,2,4019
2337,2,4019
1561,2,4019
1464,2,4019
2452,2,4019
1323,2,4020
2089,2,4020
1889,2,4020
1561,2,4020
1171,2,4020
2339,2,4020
1348,2,4020
1943,2,4020
2362,2,4032
2554,2,4032
1349,2,4032
2396,2,4032
2743,2,4032
1943,2,4032
1363,2,4039
1377,2,4039
2086,2,4039
2078,2,4039
2738,2,4039
150,2,4042
426,2,4042
2338,2,4042
1241,2,4042
440,2,4042
1163,2,4045
2016,2,4045
2005,2,4045
2182,2,4045
258,2,4045
1173,2,4046
236,2,4046
1430,2,4046
1726,2,4046
2473,2,4046
2165,2,4046
2614,2,4051
2807,2,4051
2616,2,4051
2639,2,4051
2343,2,4051
212,2,4051
2341,2,4051
2462,2,4051
1889,2,4051
1858,2,4051
2337,2,4051
2535,2,4051
291,2,4051
2319,2,4051
21,2,4051
2198,2,4051
1305,2,4051
1932,2,4051
1794,2,4051
2711,2,4051
1354,2,4059
2208,2,4059
1158,2,4059
2286,2,4059
249,2,4059
2097,2,4059
2107,2,4059
2289,2,4059
276,2,4059
1908,2,4059
1864,2,4059
1903,2,4059
2451,2,4059
2710,2,4065
1160,2,4065
1967,2,4065
2362,2,4065
1795,2,4065
1246,2,4065
2614,2,4065
2807,2,4065
2616,2,4065
213,2,4065
2554,2,4065
1641,2,4065
2639,2,4065
2343,2,4065
1703,2,4065
212,2,4065
256,2,4065
2179,2,4065
1349,2,4065
1789,2,4065
1323,2,4065
2392,2,4065
2400,2,4065
2341,2,4065
2462,2,4065
2089,2,4065
1889,2,4065
1858,2,4065
2396,2,4065
2337,2,4065
1555,2,4065
1561,2,4065
2213,2,4065
1758,2,4065
1646,2,4065
150,2,4065
426,2,4065
2338,2,4065
1171,2,4065
2339,2,4065
1988,2,4065
2119,2,4065
2712,2,4065
2023,2,4065
1464,2,4065
2535,2,4065
1357,2,4065
2709,2,4065
1700,2,4065
291,2,4065
2319,2,4065
1906,2,4065
2059,2,4065
21,2,4065
1558,2,4065
357,2,4065
1422,2,4065
277,2,4065
2743,2,4065
1449,2,4065
1259,2,4065
1805,2,4065
1896,2,4065
2198,2,4065
1305,2,4065
1932,2,4065
1241,2,4065
440,2,4065
1415,2,4065
2746,2,4065
1348,2,4065
2378,2,4065
2745,2,4065
1943,2,4065
1846,2,4065
1670,2,4065
1433,2,4065
1679,2,4065
2387,2,4065
1794,2,4065
2711,2,4065
2547,2,4065
1894,2,4065
2452,2,4065
2330,2,4065
1910,2,4065
2130,2,4065
1852,2,4068
767,2,4068
2026,2,4068
1960,2,4068
1498,2,4068
261,2,4068
2192,2,4068
2579,2,4068
2297,2,4068
244,2,4068
2577,2,4068
2208,2,4070
1158,2,4070
2664,2,4070
2286,2,4070
249,2,4070
2289,2,4070
276,2,4070
1908,2,4070
2663,2,4070
2008,2,4070
1864,2,4070
1899,2,4070
2739,2,4070
1903,2,4070
300,2,4070
1792,2,4070
2362,2,4078
2554,2,4078
2639,2,4078
2343,2,4078
1889,2,4078
150,2,4078
426,2,4078
2338,2,4078
2023,2,4078
1968,2,4080
1704,2,4080
2817,2,4080
2141,2,4080
352,2,4080
2026,2,4083
1960,2,4083
2578,2,4083
1949,2,4083
1586,2,4083
2297,2,4083
244,2,4083
1381,2,4092
1351,2,4092
2373,2,4092
223,2,4092
2294,2,4092
1381,2,4093
1351,2,4093
1368,2,4093
2007,2,4093
2500,2,4093
1424,2,4093
2290,2,4093
211,2,4093
2894,2,4093
2373,2,4093
223,2,4093
2294,2,4093
2288,2,4098
1215,2,4098
1970,2,4098
1989,2,4098
1408,2,4098
1424,2,4104
2290,2,4104
211,2,4104
2373,2,4104
223,2,4104
1424,2,4106
2290,2,4106
211,2,4106
2373,2,4106
223,2,4106
2296,2,4106
2149,2,4108
1968,2,4108
1704,2,4108
1368,2,4108
1570,2,4108
2497,2,4108
1396,2,4108
2036,2,4108
2279,2,4108
1162,2,4108
2340,2,4108
2224,2,4108
2137,2,4108
1861,2,4109
2663,2,4109
2008,2,4109
1864,2,4109
2739,2,4109
1355,2,4109
2664,2,4111
2286,2,4111
249,2,4111
2107,2,4111
2289,2,4111
276,2,4111
1861,2,4111
1908,2,4111
2663,2,4111
2008,2,4111
1864,2,4111
1903,2,4111
2451,2,4111
300,2,4111
1792,2,4111
2525,2,4111
150,2,4113
426,2,4113
2338,2,4113
1241,2,4113
440,2,4113
2343,2,4114
1789,2,4114
1889,2,4114
150,2,4114
426,2,4114
2338,2,4114
1259,2,4114
2745,2,4114
2104,2,4116
2289,2,4116
276,2,4116
1285,2,4116
2499,2,4116
1354,2,4118
2107,2,4118
2663,2,4118
2008,2,4118
1903,2,4118
2089,2,4119
1889,2,4119
150,2,4119
426,2,4119
2338,2,4119
291,2,4119
2319,2,4119
1241,2,4119
440,2,4119
2745,2,4119
2452,2,4119
1910,2,4119
1795,2,4127
2554,2,4127
2400,2,4127
2341,2,4127
1889,2,4127
2396,2,4127
2337,2,4127
1646,2,4127
21,2,4127
2743,2,4127
1292,2,4128
1777,2,4128
1384,2,4128
1163,2,4128
2016,2,4128
2348,2,4128
1436,2,4128
2005,2,4128
1186,2,4128
1339,2,4128
1187,2,4128
1825,2,4128
2364,2,4128
1195,2,4128
1277,2,4128
2015,2,4128
1312,2,4128
2182,2,4128
258,2,4128
1522,2,4128
1783,2,4128
2113,2,4128
239,2,4128
1165,2,4128
2038,2,4128
1284,2,4128
2132,2,4129
2256,2,4129
1891,2,4129
206,2,4129
1167,2,4129
210,2,4129
2160,2,4129
1250,2,4129
1436,2,4129
1399,2,4129
1432,2,4129
2481,2,4129
1246,2,4130
2614,2,4130
2807,2,4130
2616,2,4130
213,2,4130
1641,2,4130
212,2,4130
256,2,4130
2179,2,4130
2392,2,4130
2341,2,4130
1889,2,4130
1858,2,4130
2337,2,4130
1646,2,4130
2535,2,4130
21,2,4130
1422,2,4130
2743,2,4130
1415,2,4130
2746,2,4130
2745,2,4130
1846,2,4130
1794,2,4130
2711,2,4130
2203,2,4132
239,2,4132
1165,2,4132
2038,2,4132
1505,2,4132
1407,2,4134
1855,2,4134
219,2,4134
2324,2,4134
2029,2,4134
2274,2,4134
1821,2,4134
1968,2,4136
1704,2,4136
2497,2,4136
2036,2,4136
1536,2,4136
1731,2,4136
1282,2,4136
1630,2,4138
2552,2,4138
2635,2,4138
1886,2,4138
234,2,4138
2817,2,4144
2141,2,4144
352,2,4144
1282,2,4144
1162,2,4144
2340,2,4144
2425,2,4146
2190,2,4146
243,2,4146
2758,2,4146
2634,2,4146
2177,2,4151
2744,2,4151
1451,2,4151
1223,2,4151
1938,2,4151
2029,2,4155
2250,2,4155
251,2,4155
269,2,4155
2530,2,4155
2362,2,4161
1795,2,4161
1246,2,4161
2614,2,4161
2807,2,4161
2616,2,4161
1641,2,4161
2343,2,4161
212,2,4161
1789,2,4161
1323,2,4161
2392,2,4161
2400,2,4161
2341,2,4161
2089,2,4161
1889,2,4161
1858,2,4161
2396,2,4161
2337,2,4161
1561,2,4161
2213,2,4161
1758,2,4161
1646,2,4161
150,2,4161
426,2,4161
2338,2,4161
1988,2,4161
2023,2,4161
1464,2,4161
2535,2,4161
1357,2,4161
2709,2,4161
291,2,4161
2319,2,4161
21,2,4161
1558,2,4161
357,2,4161
1422,2,4161
277,2,4161
2743,2,4161
1449,2,4161
1259,2,4161
1805,2,4161
1241,2,4161
440,2,4161
2378,2,4161
2745,2,4161
1943,2,4161
1846,2,4161
1670,2,4161
2387,2,4161
1794,2,4161
2711,2,4161
2452,2,4161
2330,2,4161
2029,2,4162
2237,2,4162
262,2,4162
1803,2,4162
2055,2,4162
268,2,4162
2362,2,4166
1795,2,4166
1246,2,4166
2614,2,4166
2807,2,4166
2616,2,4166
213,2,4166
2554,2,4166
1641,2,4166
2639,2,4166
2343,2,4166
1703,2,4166
212,2,4166
256,2,4166
2179,2,4166
1349,2,4166
1789,2,4166
1323,2,4166
2392,2,4166
2400,2,4166
2341,2,4166
2462,2,4166
2089,2,4166
1889,2,4166
2396,2,4166
2337,2,4166
2213,2,4166
1758,2,4166
1646,2,4166
150,2,4166
426,2,4166
2338,2,4166
1171,2,4166
2339,2,4166
1988,2,4166
2119,2,4166
2712,2,4166
2023,2,4166
1464,2,4166
2535,2,4166
1357,2,4166
2709,2,4166
1700,2,4166
291,2,4166
2319,2,4166
1906,2,4166
21,2,4166
1558,2,4166
357,2,4166
1422,2,4166
277,2,4166
2743,2,4166
1259,2,4166
1896,2,4166
1241,2,4166
440,2,4166
1415,2,4166
2746,2,4166
1348,2,4166
2378,2,4166
2745,2,4166
1943,2,4166
1846,2,4166
1679,2,4166
2387,2,4166
1794,2,4166
2711,2,4166
2547,2,4166
1894,2,4166
2452,2,4166
2639,2,4167
1349,2,4167
1323,2,4167
2341,2,4167
1889,2,4167
2023,2,4167
21,2,4167
1846,2,4167
1922,2,4168
1854,2,4168
1681,2,4168
2207,2,4168
1320,2,4168
1883,2,4173
2171,2,4173
1630,2,4173
1759,2,4173
2552,2,4173
2635,2,4173
2114,2,4173
1795,2,4175
2554,2,4175
1641,2,4175
2341,2,4175
2089,2,4175
1889,2,4175
2337,2,4175
1357,2,4175
2709,2,4175
21,2,4175
2743,2,4175
1641,2,4177
2341,2,4177
1889,2,4177
2535,2,4177
21,2,4177
1805,2,4177
1932,2,4177
1943,2,4177
1794,2,4177
2711,2,4177
2330,2,4177
1968,2,4181
1704,2,4181
1218,2,4181
2068,2,4181
1396,2,4181
2036,2,4181
2362,2,4183
2554,2,4183
1561,2,4183
2023,2,4183
2743,2,4183
2378,2,4183
1894,2,4183
2452,2,4183
1561,2,4185
2119,2,4185
2712,2,4185
1422,2,4185
2745,2,4185
1561,2,4188
1700,2,4188
1305,2,4188
1670,2,4188
1794,2,4188
2711,2,4188
2452,2,4188
2089,2,4190
1357,2,4190
2709,2,4190
1670,2,4190
2452,2,4190
2119,2,4198
2712,2,4198
1357,2,4198
2709,2,4198
277,2,4198
1305,2,4198
2362,2,4199
2554,2,4199
1789,2,4199
1323,2,4199
2400,2,4199
2396,2,4199
2337,2,4199
1464,2,4199
1894,2,4199
1163,2,4216
2016,2,4216
2182,2,4216
258,2,4216
1783,2,4216
1273,2,4217
2149,2,4217
1968,2,4217
2494,2,4217
1570,2,4217
2817,2,4217
2141,2,4217
352,2,4217
1218,2,4217
1731,2,4217
2224,2,4217
2137,2,4217
2159,2,4219
1922,2,4219
1854,2,4219
1823,2,4219
1320,2,4219
1363,2,4223
1377,2,4223
1913,2,4223
2086,2,4223
2078,2,4223
2738,2,4223
2533,2,4223
2121,2,4223
2120,2,4223
2614,2,4224
2807,2,4224
2616,2,4224
212,2,4224
2392,2,4224
2341,2,4225
1858,2,4225
150,2,4225
426,2,4225
2338,2,4225
21,2,4225
2362,2,4226
1889,2,4226
1858,2,4226
150,2,4226
426,2,4226
2338,2,4226
2023,2,4226
1422,2,4226
2343,2,4228
1889,2,4228
1858,2,4228
2396,2,4228
2337,2,4228
150,2,4228
426,2,4228
2338,2,4228
2023,2,4228
2425,2,4229
2190,2,4229
243,2,4229
2758,2,4229
2634,2,4229
1163,2,4230
2016,2,4230
2348,2,4230
1339,2,4230
1312,2,4230
2182,2,4230
258,2,4230
2614,2,4247
2807,2,4247
2616,2,4247
212,2,4247
2743,2,4247
1932,2,4247
1407,2,4249
1852,2,4249
767,2,4249
2194,2,4249
2365,2,4249
2377,2,4249
2577,2,4249
1429,2,4249
1795,2,4250
1246,2,4250
2614,2,4250
2807,2,4250
2616,2,4250
1641,2,4250
2343,2,4250
212,2,4250
1323,2,4250
2392,2,4250
2341,2,4250
2089,2,4250
1889,2,4250
2337,2,4250
1646,2,4250
2023,2,4250
2059,2,4250
21,2,4250
1943,2,4250
2387,2,4250
1794,2,4250
2711,2,4250
1883,2,4251
2171,2,4251
1630,2,4251
2552,2,4251
2114,2,4251
1883,2,4252
1630,2,4252
2552,2,4252
2114,2,4252
1948,2,4252
2716,2,4252
1363,2,4255
1913,2,4255
2086,2,4255
2078,2,4255
2120,2,4255
1351,2,4262
2894,2,4262
2373,2,4262
223,2,4262
2294,2,4262
1521,2,4267
1324,2,4267
2209,2,4267
259,2,4267
1494,2,4267
1424,2,4276
2290,2,4276
211,2,4276
2373,2,4276
223,2,4276
2614,2,4283
2807,2,4283
2616,2,4283
213,2,4283
2343,2,4283
2462,2,4283
1889,2,4283
150,2,4283
426,2,4283
2338,2,4283
1988,2,4283
1906,2,4283
2059,2,4283
2743,2,4283
1259,2,4283
1241,2,4283
440,2,4283
1943,2,4283
1679,2,4283
1246,2,4285
2343,2,4285
256,2,4285
2179,2,4285
1889,2,4285
1858,2,4285
150,2,4285
426,2,4285
2338,2,4285
2119,2,4285
2712,2,4285
2023,2,4285
277,2,4285
2198,2,4285
1943,2,4285
1846,2,4285
1930,2,4293
1892,2,4293
1811,2,4293
1470,2,4293
2322,2,4293
2639,2,4296
2343,2,4296
1858,2,4296
150,2,4296
426,2,4296
2338,2,4296
2614,2,4297
2807,2,4297
2616,2,4297
213,2,4297
212,2,4297
2362,2,4299
1323,2,4299
2392,2,4299
1889,2,4299
2396,2,4299
2213,2,4299
1988,2,4299
2023,2,4299
291,2,4299
2319,2,4299
1906,2,4299
1422,2,4299
277,2,4299
1305,2,4299
1932,2,4299
1679,2,4299
1794,2,4299
2711,2,4299
1407,2,4303
1852,2,4303
767,2,4303
2026,2,4303
1960,2,4303
2578,2,4303
1633,2,4303
1949,2,4303
2192,2,4303
2297,2,4303
2343,2,4304
150,2,4304
426,2,4304
2338,2,4304
2023,2,4304
1679,2,4304
1852,2,4307
767,2,4307
1949,2,4307
2297,2,4307
244,2,4307
2614,2,4312
2807,2,4312
2616,2,4312
213,2,4312
2059,2,4312
2613,2,4318
2177,2,4318
1420,2,4318
1812,2,4318
1274,2,4318
1481,2,4318
2669,2,4318
1221,2,4318
2360,2,4318
1354,2,4320
2208,2,4320
1158,2,4320
2664,2,4320
2286,2,4320
249,2,4320
2097,2,4320
2107,2,4320
2289,2,4320
276,2,4320
1861,2,4320
1908,2,4320
2663,2,4320
2008,2,4320
1864,2,4320
1899,2,4320
2739,2,4320
1903,2,4320
2451,2,4320
1355,2,4320
300,2,4320
1792,2,4320
1887,2,4321
1909,2,4321
1231,2,4321
2739,2,4321
1791,2,4321
1766,2,4321
2664,2,4324
2097,2,4324
2107,2,4324
1861,2,4324
1908,2,4324
2663,2,4324
2008,2,4324
1899,2,4324
2739,2,4324
1903,2,4324
2451,2,4324
1355,2,4324
300,2,4324
1887,2,4326
1909,2,4326
1890,2,4326
173,2,4326
2739,2,4326
1766,2,4326
2664,2,4329
1908,2,4329
2663,2,4329
2008,2,4329
2451,2,4329
2664,2,4331
2097,2,4331
2107,2,4331
1908,2,4331
2663,2,4331
2008,2,4331
1899,2,4331
2739,2,4331
1903,2,4331
1355,2,4331
2664,2,4333
2097,2,4333
2107,2,4333
2663,2,4333
2008,2,4333
1899,2,4333
2739,2,4333
1903,2,4333
300,2,4333
2664,2,4341
2097,2,4341
2107,2,4341
2663,2,4341
2008,2,4341
1899,2,4341
2739,2,4341
1903,2,4341
2451,2,4341
300,2,4341
2362,2,4342
1789,2,4342
1323,2,4342
2400,2,4342
1464,2,4342
2554,2,4343
2089,2,4343
2337,2,4343
1558,2,4343
357,2,4343
2613,2,4344
1280,2,4344
2669,2,4344
1221,2,4344
2360,2,4344
1909,2,4345
1890,2,4345
173,2,4345
1231,2,4345
2739,2,4345
1791,2,4345
1766,2,4345
1852,2,4351
767,2,4351
2026,2,4351
1960,2,4351
1498,2,4351
261,2,4351
1633,2,4351
1949,2,4351
2192,2,4351
2579,2,4351
2297,2,4351
244,2,4351
1417,2,4351
2075,2,4353
2555,2,4353
250,2,4353
2269,2,4353
264,2,4353
1495,2,4353
1949,2,4353
2297,2,4353
244,2,4353
2026,2,4355
1960,2,4355
1498,2,4355
261,2,4355
2579,2,4355
2555,2,4357
250,2,4357
264,2,4357
1495,2,4357
1633,2,4357
2192,2,4357
2365,2,4357
1579,2,4357
2026,2,4358
1960,2,4358
1498,2,4358
261,2,4358
